"시설명","일련번호","시설키","종목시설명","종목시설키","종목명","종목키","위치","면적(㎡)","규격","연면적(㎡)","문의전화","수용인원(정원)","이용대상","이용기간","이용시간","이용료(원)","용도","비고","대관링크주소","이미지파일","선별방법(선착순-1,추첨순-2)","유의사항","이용단위"
"경수중학교","501","SD10131PUSM","체육관","SD10131PUSM101","학교체육","SG","","","","","02-464-2088","","","","","","","샤워실","","http://sports.seoul.go.kr/images/img_ground/SD10131PUSM_GY.jpg","","",""
"금호초등학교(열린금호교육문화관)","502","SD10132PUSM","수영장","SD10132PUSM101","수영","SW","지하1층","","성인 25m 5레인 / 어린이 10m 3레인","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/sw12.jpg","","",""
"금호초등학교(열린금호교육문화관)","503","SD10132PUSM","헬스장","SD10132PUSM102","헬스","HE","1층","337","","","","","","","","","","운동처방실","","http://sports.seoul.go.kr//images/img_ground/he20.jpg","","",""
"금호초등학교(열린금호교육문화관)","504","SD10132PUSM","대체육관","SD10132PUSM103","농구","BK","2층","687","","688","02-2204-7661","","","상시","평일(21:00~22:00)/토(13:00~20:00)/일(09:00~18:00)","55000원","스포츠 및 관련행사","","","http://sports.seoul.go.kr//images/img_ground/gy6.jpg","1","대관예약 가능여부 센터 확인후 연락, 이후 방문수납 혹은 계좌입금 후 예약완료","1시간"
"금호초등학교(열린금호교육문화관)","505","SD10132PUSM","소체육관","SD10132PUSM104","요가","YG","2층","109","","109","02-2204-7661","","","주말","토(13:00~20:00)/일(09:00~18:00)","37500원","스포츠 및 관련행사","","","http://sports.seoul.go.kr//images/img_ground/gy5.jpg","1","대관예약 가능여부 센터 확인후 연락, 이후 방문수납 혹은 계좌입금 후 예약완료","1시간"
"금호초등학교(열린금호교육문화관)","506","SD10132PUSM","다목적체육실","SD10132PUSM105","무술","MA","2충","109","","109","02-2204-7661","","","주말","토(13:00~20:00)/일(09:00~18:00)","37500원","스포츠 및 관련행사","","","http://sports.seoul.go.kr//images/img_ground/ae1.jpg","1","대관예약 가능여부 센터 확인후 연락, 이후 방문수납 혹은 계좌입금 후 예약완료","1시간"
"금호초등학교(열린금호교육문화관)","507","SD10132PUSM","에어로빅실","SD10132PUSM106","에어로빅","AE","2층","140","","136","02-2204-7661","","","주말","토(13:00~20:00)/일(09:00~18:00)","37500원","스포츠 및 관련행사","","","http://sports.seoul.go.kr//images/img_ground/DA4.jpg","1","대관예약 가능여부 센터 확인후 연락, 이후 방문수납 혹은 계좌입금 후 예약완료","1시간"
"금호초등학교(열린금호교육문화관)","508","SD10132PUSM","강당","SD10132PUSM107","탁구","PP","지하1층","173","","175","02-2204-7661","","","주말","토(13:00~20:00)/일(09:00~18:00)","37500원","스포츠 및 관련행사","","","http://sports.seoul.go.kr//images/img_ground/ga4.jpg","1","대관예약 가능여부 센터 확인후 연락, 이후 방문수납 혹은 계좌입금 후 예약완료","1시간"
"금호초등학교(열린금호교육문화관)","509","SD10132PUSM","유아체능단실","SD10132PUSM108","유아체능단(분기별)","KS","지하1층","209","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/ks4.jpg","","",""
"북성초등학교(북성교육문화관)","510","SM10133PUSM","수영장","SD10133PUSM101","수영","SW","","","","","02-313-7723~4","","","","","","","","","http://sports.seoul.go.kr/images/img_ground/SD10133PUSM_PO.jpg","","",""
"북성초등학교(북성교육문화관)","511","SM10133PUSM","헬스장","SD10133PUSM102","헬스","HE","","","","","02-313-7723~4","","","","","","","","","http://sports.seoul.go.kr/images/img_ground/SD10133PUSM_HE.jpg","","",""
"북성초등학교(북성교육문화관)","512","SM10133PUSM","소체육관","SD10133PUSM103","농구","BK","","","","","02-313-7723~4","","","","","","","","","http://sports.seoul.go.kr/images/img_ground/SD10133PUSM_GY.jpg","","",""
"북성초등학교(북성교육문화관)","513","SM10133PUSM","대체육관","SD10133PUSM104","농구","BK","","","","","02-313-7723~4","","","","","","","","","http://sports.seoul.go.kr/images/img_ground/SD10133PUSM_GY.jpg","","",""
"북성초등학교(북성교육문화관)","514","SM10133PUSM","대운동장","SD10133PUSM105","축구","SO","","","","","02-313-7723~4","","","","","","","","","http://sports.seoul.go.kr/images/img_ground/SD10133PUSM_PG.jpg","","",""
"이화금란고등학교","515","SM10134PUSM","체육관","SM10134PUSM101","학교체육","SG","","","","","02-392-4368","","","","","","","","","http://sports.seoul.go.kr/images/img_ground/SD10134PUSM_GY.jpg","","",""
"정원여자중학교","516","SM10135PUSM","체육관","SM10135PUSM101","학교체육","SG","","","","","02-394-6301","","","","","","","","","http://sports.seoul.go.kr/images/img_ground/SD10135PUSM_GY.jpg","","",""
"홍연초등학교","517","SM10136PUSM","체육관","SM10136PUSM101","학교체육","SG","","","","","02-394-6175","","","","","","","","","http://sports.seoul.go.kr/images/img_ground/SD10136PUSM_GY.jpg","","",""
"홍제초등학교(홍제스포츠센터)","518","SM10137PUSM","수영장","SM10137PUSM101","수영","SW","","","","","02-395-4422","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/sw10.jpg","","",""
"홍제초등학교(홍제스포츠센터)","519","SM10137PUSM","체육관","SM10137PUSM102","학교체육","SG","","","","","02-395-4422","","","","","","","","","http://sports.seoul.go.kr/images/img_ground/SD10137PUSM_GY.jpg","","",""
"홍제초등학교(홍제스포츠센터)","520","SM10137PUSM","헬스장","SM10137PUSM103","헬스","HE","","","","","02-395-4422","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/he19.jpg","","",""
"홍제초등학교(홍제스포츠센터)","521","SM10137PUSM","체육관","SM10137PUSM104","학교체육","SG","","","","","02-395-4422","","","","","","","","","http://sports.seoul.go.kr/images/img_ground/SD10137PUSM_GY.jpg","","",""
"신목고등학교","522","YC10138PUSM","체육관","YC10138PUSM101","학교체육","SG","","","","","02-2645-4513","","P.B.A(농구팀)","","12:00~14:00","1회 20만원","","","","http://sports.seoul.go.kr/images/img_ground/YC10138PUSM_GY.jpg","","",""
"정목초등학교","523","YC10139PUSM","체육관","YC10139PUSM101","학교체육","SG","","","","","02-2644-0840","","배드민턴교육연구회","","평일 17:30~20:10","월 100만원","","지하주차장","","http://sports.seoul.go.kr/images/img_ground/YC10139PUSM_GY.jpg","","",""
"정목초등학교","524","YC10139PUSM","운동장","YC10139PUSM102","축구","SO","","","","","","","","","","","","","","http://sports.seoul.go.kr/images/img_ground/YC10139PUSM_PG.jpg","","학교운동장개방: 06:00~23:00",""
"양평중학교(선유중학교)","525","YD10140PUSM","체육관","YD10140PUSM101","학교체육","SG","","","","","02-2633-4147","","","","","","","샤워실","","","","",""
"양평중학교(선유중학교)","526","YD10140PUSM","헬스장","YD10140PUSM102","헬스","HE","","","","","","","","","","","","","","","","",""
"양평중학교(선유중학교)","527","YD10140PUSM","운동장","YD10140PUSM103","축구","SO","","","","","","","","","","","","","","","","학교운동장개방: 06:00~22:00",""
"여의도중학교","528","YD10141PUSM","체육관","YD10141PUSM101","학교체육","SG","","","","","02-782-0801","","","","","","","샤워실","","http://sports.seoul.go.kr/images/img_ground/YD10141PUSM_GY.jpg","","",""
"여의도중학교","529","YD10141PUSM","운동장","YD10141PUSM102","축구","SO","","","","","","","","","","","","","","http://sports.seoul.go.kr/images/img_ground/YD10141PUSM_PG.jpg","","* 학교운동장개방: 평일 아침. 조기축구회에서 사용. 주말일부 대관.",""
"삼광초등학교","530","YS10142PUSM","체육관","YS10142PUSM101","학교체육","SG","","","","","02-754-0251","","한화/무역","","16:00~17:00","연 550만원","농구","","","http://sports.seoul.go.kr/images/img_ground/YS10142PUSM_GY.jpg","","*10인이상 단체 이용만 체육관사용 허용",""
"원효초등학교","531","YS10143PUSM","체육관","YS10143PUSM101","학교체육","SG","","","","","02-716-4423","","","","","1시간당 25,000원","","","","http://sports.seoul.go.kr/images/img_ground/YS10143PUSM_GY.jpg","","*대체육관, 소체육관 2개 운영중이나 신청자가 없어 학교 교육용으로만 사용중",""
"원효초등학교","532","YS10143PUSM","소체육관","YS10143PUSM102","학교체육","SG","","","","","","","","","","","","","","http://sports.seoul.go.kr/images/img_ground/YS10143PUSM_GY.jpg","","",""
"이태원초등학교","533","YS10144PUSM","수영장","YS10144PUSM101","축구","SO","","","","","02-793-6056","","","","","","","","","http://sports.seoul.go.kr/images/img_ground/YS10144PUSM_PO.jpg","","",""
"이태원초등학교","534","YS10144PUSM","체육관","YS10144PUSM102","학교체육","SG","","","","","","","","","","","","","","http://sports.seoul.go.kr/images/img_ground/YS10144PUSM_GY.jpg","","",""
"중경고등학교","535","YS10145PUSM","체육관","YS10145PUSM101","체조","GN","","","","","02-793-4154","","신라호텔","","토,일 15:00~18:00","일일 1회 이용료 (2시간30분) 9만원","","","","","","",""
"중경고등학교","536","YS10145PUSM","체력단련실","YS10145PUSM102","헬스","HE","","","","","","","","","","","","","","","","",""
"도봉구청부설체력단련실","537","DB10146PUEF","체력단련실","DB10146PUEF101","헬스","HE","지하1층","343.2","운동기구 35종","","","","","","","","","탈의실, 샤워장","","http://www.dobongsiseol.or.kr/images/culture/culture_4_2.jpg","","",""
"도봉구청부설체력단련실","538","DB10146PUEF","실내체육관","DB10146PUEF102","헬스","HE","지하1층","638.1","- 농구,배구,족구 각1세트 - 탁구대10대,배드민턴3대","638.1","02-2289-8718, 02-901-5158","","","","09:00~18:00","1회(4시간) 사용기준 : 88,000원 (하절기, 동절기 냉난방비 별도 : 사용료의 25% 가산)","","","","http://www.dobongsiseol.or.kr/images/culture/culture_4_2.jpg","1","- 토요일 및 공휴일 휴관 - 접수장소:체력단련실 안내데스크 - 접수시간:09:30~17:30(주5일) - 신청기간:사용일로부터 15일전 신청 - 운동화 착용 필수, 음식물 반입 금지, 행사종료 후 정리정돈 필수","4시간"
"도봉실내배드민턴장","539","DB10147PUEF","배드민턴장","DB10147PUEF101","배드민턴","BM","지상1층","942","7면","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/bm1.jpg","","",""
"도봉실내수영장","540","DB10148PUEF","수영장","DB10148PUEF101","수영","SW","지하2층","935.19","성인풀(6레인,25m), 유아풀(2레인,10m)","","","","","","","","","탈의실, 샤워실, 사우나","","http://sports.seoul.go.kr//images/img_ground/po1.jpg","","",""
"장평테니스장","541","DD10149PUEF","테니스코트","DD10149PUEF101","테니스","TN","지상1층","1624.8","테니스코트 3면","1624.8","02-2247~5","","","","(평일) 06:00 ∼ 20:00 (토,일요일) 09:00 ∼ 18:00","(평일) 8,000원 (이외) 18,000원 (예약제-월) 조기/야간 330,000원, (평일) 8,000원×시간×일수×면수 (주말) 18,000원×시간×일수×면수","1면 기준","창고","","http://www.ddmgongdan.or.kr/img/tennis_sajin01_b.gif","1","※ 라이트 사용 : 1면/2시간 6,600원, 개인레슨 : 월 11,000원","2시간"
"동작테니스장","542","DJ10150PUEF","테니스장","DJ10150PUEF101","테니스","TN","","","","","","","","","","","","","","","","",""
"보라매공원","543","DJ10151PUEF","맨발공원","DJ10151PUEF101","","","","3031","톱밥길27m,모래길47m,혼합길160m,오석자갈길31m)","","","","","","","","","세족장,신발함,정자,지압보도 안내판,벤치,잔디밭 등","","http://sports.seoul.go.kr//images/img_ground/dd.jpg","","",""
"보라매공원","544","DJ10151PUEF","X-GAME장","DJ10151PUEF102","암벽등반","RC","","","","","02-2181-1183","",""," 매주 월요일 휴장,동절기(11월~1월) 휴장  ","10:00~20:00??","무료      (단,성수기에는 약간의 이용료가 있음.) ","","","","http://sports.seoul.go.kr//images/img_ground/gx1.jpg","","",""
"보라매공원","545","DJ10151PUEF","보람잔디광장","DJ10151PUEF103","헬스","HE","","23384","","","02-2181-1186","","","","","","허가행사범위    ? 경기,집회,전시회,박람회,공연을 위하여 설치하는 단기간의 가설건축물 또는     단기의 가설공작물을 설치하는 행사   ? 공원시설에 대한 공공적 문화행사 개최 등 일시적 점이용을 목적으로 하는 행사  ? 허가목적이 교육,종교,예술,과학 및 산업 등의 발전을 위한 행사   ","","","http://sports.seoul.go.kr//images/img_ground/sq.jpg","FAX, 우편 또는 방문 접수","신청방법: 행사계획 90일전부터 30일 이전까지 |이용료의 징수(서울특별시 도시공원조례 제15조)   ∴ 영 제46조에 적합한 공원으로 별표1 및 별표2의 공원에 입장하거나 공원시설을 이용하는   자는 당해 입장료 또는 이용료를 납부하여야 한다. ",""
"보라매공원","546","DJ10151PUEF","다목적운동장","DJ10151PUEF104","헬스","HE","","3341","","","02-2181-1186","","","","","25,000원","허가행사범위    ? 경기,집회,전시회,박람회,공연을 위하여 설치하는 단기간의 가설건축물 또는     단기의 가설공작물을 설치하는 행사   ? 공원시설에 대한 공공적 문화행사 개최 등 일시적 점이용을 목적으로 하는 행사  ? 허가목적이 교육,종교,예술,과학 및 산업 등의 발전을 위한 행사   ","","","http://sports.seoul.go.kr//images/img_ground/mu1.jpg","FAX, 우편 또는 방문 접수","신청방법: 행사계획 90일전부터 30일 이전까지 |이용료의 징수(서울특별시 도시공원조례 제15조)   ∴ 영 제46조에 적합한 공원으로 별표1 및 별표2의 공원에 입장하거나 공원시설을 이용하는   자는 당해 입장료 또는 이용료를 납부하여야 한다. ","평일 2시간 기준 "
"보라매공원","547","DJ10151PUEF","농구장","DJ10151PUEF105","농구","BK","","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/bk1.jpg","","",""
"보라매공원","548","DJ10151PUEF","게이트볼장","DJ10151PUEF106","게이트볼","GB","","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/gb.jpg","","",""
"보라매공원","549","DJ10151PUEF","테니스장","DJ10151PUEF107","테니스","TN","","","흙포장코트7개,심판대,네트/포스트/능형망휀스","","02-2181-1186","","","","평일주간,평일야간,주말및공휴일","8000","이용날짜30일전부터예약가능","","","http://sports.seoul.go.kr//images/img_ground/tn1.jpg","1","시설물 회손시 손해배상,취사및음주,흡연행위금지,자세한사항은해당홈페이참조","2시간"
"보라매공원","550","DJ10151PUEF","인공암벽등반장","DJ10151PUEF108","암벽등반","RC","","","","","02-2181-1183","",""," 매주 월요일 휴장,동절기(11월~1월) 휴장  ","10:00~20:00??","무료      (단,성수기에는 약간의 이용료가 있음.) ","","","","http://sports.seoul.go.kr//images/img_ground/am.jpg","","",""
"보라매공원","551","DJ10151PUEF","인조구장","DJ10151PUEF109","축구","SO","","8510","폭 66m, 길이 102m","","02-2181-1186","","","동 절 기 : (11월 - 익년 3월) 봄,가을 : (4,5월 / 9,10월) 하절기 : (6월 - 8월)","월~금(평일)-06:00~18:00/월~금(야간)18:00~22:00/주말및공휴일-0:00~22:00","평일-55,000/평일야간-71,500/주말및공휴일-71,500원/기타-110,000원","이용날짜30일전부터예약가능","선수대기석:2조16석,관람석:4조16석,보호휀스128m,야간조명시설4개","http://parks.seoul.go.kr/template/common/reservation/guide_write.jsp?p_code=PARKS05&park_id=boramae","http://parks.seoul.go.kr/cheditor/attach/20090129/BOAfSlTD.jpg","1","시설물 회손시 손해배상,취사및음주,흡연행위금지,자세한사항은해당홈페이참조",""
